,Base,C1'-C2',C1'-C2'-C3',C1'-C2'-O2',C1'-N1-C2/C1'-N9-C4,C1'-N1-C6/C1'-N9-C8,C1'-N1/C1'-N9,C1'-O4',C1'-O4'-C4',C2'-C1'-O4',C2'-C3',C2'-C3'-C4',C2'-C3'-O3',C2'-O2',C2-N1-C6/C4-N9-C8,C3'-C2'-O2',C3'-C4',C3'-C4'-C5',C3'-C4'-O4',C3'-O3',C4'-C3'-O3',C4'-C5',C4'-C5'-O5',C4'-O4',C5'-C4'-O4',C5'-O5',Chi,Chi_sign,Chi_syn,Conformation,Gamma,Gamma_clinical,Gamma_sign,Gamma_syn,N1-C1'-C2'/N9-C1'-C2',N1-C1'-O4'/N9-C1'-O4',N1-C2/N9-C4,N1-C6/N9-C8,Sugar,T1233,T1445,T144_N,T221_N,T2233,T2345,T321_N,T3345,T3455,T4122,T4322,T4433,T4455,TAU_0,TAU_1,TAU_2,TAU_3,TAU_4,TCHI,T_max,Temperature,Theta,absChi,absChiDiff90,absGamma,absGammaDiff90
GEXGAR01_78,purine,1.52218,101.845,113.929,128.554,126.108,1.43437,1.41097,109.45,105.083,1.50991,103.479,110.981,1.41644,105.312,110.071,1.5147,115.913,106.127,1.44168,106.967,1.52071,113.209,1.45897,107.415,1.41111,syn,+,syn,C2'-endo,gauche+,C,+,S,114.794,108.08,1.37837,1.39173,ribose,80.2424,127.337,-147.858,-86.1827,-40.9466,-98.6769,155.347,144.06,54.2349,155.227,-155.359,-96.8055,-64.1931,-24.8435,36.7574,-34.1703,20.4576,2.76382,61.7195,37.74078362484513,295.0,157.67737293298316,61.7195,28.280500000000004,54.2349,35.7651
GMPCUP_79,purine,1.50488,99.9793,110.593,124.82,126.654,1.45163,1.43214,109.35,107.053,1.55428,101.41,106.191,1.38013,107.339,116.948,1.52868,111.06,104.795,1.42451,110.772,1.52672,110.676,1.45645,111.624,1.46467,anti,-,anti,C2'-endo,trans,P,+,A,114.367,106.86,1.38934,1.37506,ribose,75.1806,108.361,-138.113,-83.0255,-44.1655,-87.7081,153.08,159.91,177.968,158.812,-159.972,-79.4175,61.4168,-15.1638,34.9176,-40.6261,32.9643,-11.9377,-111.951,41.60161393535673,295.0,177.67659195055924,111.951,21.950999999999993,177.968,87.96799999999999
GODPIY_81,purine,1.52867,101.69,111.245,126.822,127.285,1.47554,1.4133,109.88,108.015,1.53381,102.524,115.87,1.40825,105.864,107.32,1.51455,117.098,104.869,1.40498,113.82,1.50601,108.49,1.43988,109.186,1.4648,anti,-,anti,C3'-endo,gauche+,C,+,S,112.148,106.617,1.36724,1.36499,ribose,158.111,148.49,-120.86,-150.224,41.2305,-155.998,95.7825,78.0831,53.1573,92.5791,-83.3454,-160.732,-65.741,-0.144731,-21.4144,33.5354,-34.8125,22.2343,-166.555,36.26670198779665,295.0,18.760047729929514,166.555,76.555,53.1573,36.8427
GOHSAZ_82,purine,1.52447,103.239,107.14,125.43,127.478,1.45612,1.42607,110.417,107.713,1.53422,102.275,111.765,1.42114,105.884,112.44,1.54414,114.705,105.456,1.40562,112.097,1.49157,107.863,1.44445,108.442,1.45481,anti,-,anti,C3'-endo,gauche+,C,+,S,112.184,109.033,1.38027,1.373,ribose,151.727,140.976,-118.925,-143.542,36.5944,-149.888,97.5815,90.2517,54.8633,96.4609,-83.4979,-150.507,-62.6943,3.04575,-22.4158,31.635,-30.6469,17.6567,-138.546,33.24009717482001,110.0,13.028639592598614,138.546,48.54599999999999,54.8633,35.1367
GUANSH10_83,purine,1.5282,101.893,114.573,126.117,128.166,1.45453,1.41304,109.986,105.818,1.52112,102.917,111.149,1.41141,105.715,114.805,1.53258,115.905,106.484,1.42348,107.991,1.51246,112.018,1.4459,107.39,1.42399,syn,-,syn,C2'-endo,gauche+,C,+,S,112.946,108.511,1.37873,1.38164,ribose,81.9799,124.926,-143.533,-82.0927,-42.4573,-97.7614,153.315,144.615,67.9358,159.334,-157.828,-96.0296,-50.9235,-22.0538,34.7417,-33.3913,21.5939,0.168534,-58.0817,36.18355194473294,295.0,161.39326567170582,58.0817,31.918300000000002,67.9358,22.0642
GUANSH10_84,purine,1.52285,100.53,114.895,127.06,126.232,1.45273,1.4118,106.77,103.726,1.53526,102.528,111.348,1.40168,106.624,111.964,1.52945,115.289,107.07,1.42154,108.013,1.51256,112.554,1.45586,108.716,1.41972,anti,-,anti,Other,gauche+,C,+,S,114.592,108.26,1.37135,1.36485,ribose,82.8663,142.138,-160.64,-77.5749,-39.5892,-110.011,162.049,132.318,46.442,164.618,-154.865,-106.596,-73.7468,-38.5204,44.2425,-32.4091,11.0756,16.9784,-137.187,44.27134746879962,295.0,139.22872712054587,137.187,47.18700000000001,46.442,43.558
GUOPNA10_85,purine,1.52385,102.659,109.117,127.705,125.164,1.46897,1.4157,109.779,105.961,1.52713,101.531,107.298,1.42877,107.073,115.414,1.5172,116.351,107.215,1.43003,111.92,1.51296,111.749,1.44478,110.309,1.44224,anti,-,anti,C2'-endo,gauche+,C,+,S,112.856,107.958,1.37402,1.36208,ribose,82.7369,120.444,-136.924,-87.1162,-35.8398,-97.4033,149.97,148.442,55.595,154.943,-153.394,-87.5741,-66.7816,-15.7683,32.0297,-34.8172,26.5806,-7.15569,-121.309,36.01665780121912,295.0,172.7302320347816,121.309,31.308999999999997,55.595,34.405
GUOPNA10_86,purine,1.53035,101.786,108.935,126.795,127.384,1.43796,1.42702,110.146,105.838,1.51653,103.314,107.623,1.41351,105.81,114.95,1.53218,116.119,105.622,1.41006,111.494,1.49437,111.218,1.45387,110.094,1.42885,anti,-,anti,C2'-endo,gauche+,C,+,S,114.309,108.278,1.37303,1.37691,ribose,82.821,121.706,-141.367,-85.6062,-34.7396,-96.9387,152.58,147.748,55.1277,155.325,-152.79,-89.9475,-64.7878,-18.3882,33.5113,-35.229,25.3655,-4.38333,-121.156,36.681440176724074,295.0,168.61178199708377,121.156,31.156000000000006,55.1277,34.8723
GUOPNA11_87,purine,1.53318,102.688,108.952,127.828,125.71,1.45282,1.41101,111.246,105.446,1.52367,101.703,108.661,1.42926,106.446,115.454,1.54126,116.368,105.944,1.42159,110.957,1.5225,110.806,1.44049,111.233,1.4363,anti,-,anti,C2'-endo,gauche+,C,+,S,112.902,107.893,1.37678,1.37123,ribose,82.0898,120.339,-136.675,-87.3805,-36.3262,-97.58,149.724,147.0,56.0522,155.055,-153.423,-88.8052,-65.382,-15.7801,32.1593,-35.0065,26.6145,-7.00124,-122.197,36.1376828660935,295.0,172.61764554912227,122.197,32.197,56.0522,33.9478
GUOPNA11_88,purine,1.5177,102.24,108.843,126.013,126.754,1.45351,1.434,110.07,105.128,1.51165,102.022,108.984,1.43181,107.214,113.271,1.53882,116.294,106.206,1.40526,111.274,1.50197,110.103,1.43065,111.009,1.44497,anti,-,anti,C2'-endo,gauche+,C,+,S,113.355,108.517,1.36061,1.38731,ribose,81.3427,122.972,-140.823,-86.5462,-35.597,-98.1267,153.374,145.78,56.7347,155.089,-153.344,-90.1622,-64.8136,-19.248,35.0098,-36.4045,25.9316,-4.31176,-120.905,38.00743971200409,295.0,168.13203786174944,120.905,30.905,56.7347,33.2653
GUPCYT20_89,purine,1.55111,98.9102,110.378,125.672,128.06,1.4885,1.40555,110.871,108.006,1.53827,104.224,113.074,1.41555,106.066,109.639,1.52105,115.843,103.223,1.43162,108.81,1.49838,110.43,1.45784,110.688,1.43023,anti,-,anti,C3'-endo,gauche+,C,+,S,110.903,107.938,1.37832,1.36115,ribose,155.328,141.227,-112.321,-154.971,39.8491,-155.533,90.1218,83.5717,49.2479,86.9433,-78.155,-155.296,-67.7893,7.64941,-27.9642,37.324,-34.4001,16.6606,-161.357,38.434941882742976,295.0,7.386440911718448,161.357,71.357,49.2479,40.7521
HECCAT_90,purine,1.53065,101.285,114.82,128.805,124.956,1.45621,1.4075,109.568,105.287,1.52229,103.116,110.926,1.4061,106.238,115.743,1.53696,115.527,106.419,1.42406,109.033,1.5078,113.071,1.44556,107.55,1.41047,syn,+,syn,C2'-endo,gauche+,C,+,S,114.867,108.16,1.35889,1.37508,ribose,83.6598,130.334,-150.943,-77.8502,-41.1901,-101.244,156.681,140.83,52.4773,163.281,-157.78,-99.8901,-66.1792,-27.683,37.8119,-32.9302,18.0359,5.97441,66.3613,38.15427358038375,295.0,152.77734492938671,66.3613,23.6387,52.4773,37.5227
HIFKEM_92,purine,1.5348,100.497,110.44,125.106,128.962,1.45965,1.40165,111.124,108.03,1.53338,103.504,114.409,1.41612,105.824,108.428,1.52433,116.088,102.812,1.41787,112.491,1.477,108.567,1.44872,108.752,1.44381,anti,-,anti,C3'-endo,gauche+,C,+,S,113.557,108.937,1.36273,1.39668,ribose,158.041,145.473,-122.883,-147.648,42.185,-154.24,98.0123,81.7453,47.3811,91.4059,-80.5674,-159.673,-67.894,0.898962,-22.9335,35.2883,-35.6578,21.8676,-150.103,37.52865433977912,295.0,16.994076567640594,150.103,60.10300000000001,47.3811,42.6189
HIFKEM_93,purine,1.53911,101.097,110.4,125.389,129.798,1.45284,1.39424,111.158,107.432,1.53999,101.447,115.871,1.43511,104.706,108.756,1.53157,114.701,103.726,1.40116,112.364,1.50742,107.933,1.43753,108.829,1.43439,anti,-,anti,C3'-endo,gauche+,C,+,S,113.605,109.12,1.37363,1.38373,ribose,158.213,145.564,-122.721,-148.211,41.9987,-155.374,96.7951,80.2429,47.1381,91.0002,-79.9834,-161.199,-68.5066,0.855891,-23.9938,36.2308,-36.8159,23.032,-152.151,38.849393598792076,295.0,17.142687240203692,152.151,62.15100000000001,47.1381,42.8619
HIPADS_94,purine,1.53094,100.968,113.432,124.382,129.586,1.44743,1.41576,110.135,104.511,1.5243,102.43,111.364,1.41967,105.907,112.348,1.53262,116.893,105.773,1.41696,106.606,1.51318,113.913,1.44837,109.619,1.42338,syn,+,syn,C2'-endo,gauche+,C,+,S,115.343,107.493,1.37777,1.38719,ribose,76.5023,127.846,-148.201,-83.0373,-44.67,-98.8471,156.558,144.088,51.6897,159.178,-158.277,-93.605,-68.5981,-25.1656,38.7739,-37.1045,23.4596,1.00003,56.7944,40.31497589302724,295.0,160.3534025045338,56.7944,33.2056,51.6897,38.3103
HIQNAW_95,purine,1.52153,100.558,110.298,124.191,129.528,1.45439,1.41193,109.81,106.175,1.53166,101.375,106.769,1.40855,106.181,115.098,1.52354,115.338,105.686,1.41417,112.942,1.51986,108.947,1.44354,107.76,1.41236,syn,-,syn,C2'-endo,gauche-,C,-,S,113.679,108.927,1.37564,1.36763,ribose,79.2743,114.784,-139.679,-83.0123,-39.2134,-88.2749,155.051,157.851,-69.1654,157.254,-157.631,-83.2334,173.074,-16.891,35.3174,-39.1436,30.6412,-9.04401,-68.1366,40.414775114156534,295.0,174.19936527640587,68.1366,21.8634,69.1654,20.834599999999995
INOSIN10_101,purine,1.53017,100.559,109.639,125.964,128.05,1.47678,1.41664,109.604,106.838,1.52499,101.473,115.854,1.41966,105.727,107.446,1.52185,114.135,103.962,1.41319,114.246,1.50376,112.052,1.45888,109.927,1.42918,anti,-,anti,C3'-endo,trans,P,-,A,111.493,108.397,1.37181,1.37237,ribose,164.886,141.158,-112.472,-159.381,50.2437,-156.88,87.6437,77.7093,-168.909,82.3541,-74.0878,-162.54,74.7544,7.79825,-30.6212,40.5546,-37.1294,18.5905,-174.262,41.78998754707189,295.0,7.750507492345643,174.262,84.262,168.909,78.90899999999999
INOSND10_104,purine,1.52422,101.321,113.931,125.07,128.851,1.46244,1.41618,109.85,105.173,1.51728,102.693,112.02,1.41718,106.067,115.532,1.52532,117.476,105.809,1.41846,107.833,1.51314,111.201,1.45177,107.828,1.43718,syn,-,syn,C2'-endo,gauche+,C,+,S,113.375,107.598,1.37195,1.35932,ribose,78.7902,125.224,-143.705,-80.9997,-44.8582,-95.9571,154.266,145.607,63.9839,161.711,-160.307,-94.0021,-55.3439,-22.5549,36.9772,-36.6588,24.4336,-1.27206,-58.3961,39.07531482123644,295.0,163.58002269111662,58.3961,31.603900000000003,63.9839,26.0161
INOSND10_105,purine,1.51646,100.564,114.408,128.263,125.872,1.45215,1.41041,108.091,105.071,1.52826,102.557,111.313,1.40697,105.835,112.263,1.52514,115.819,106.869,1.41233,109.138,1.50243,112.471,1.45034,108.813,1.41933,anti,-,anti,C2'-endo,gauche+,C,+,S,114.448,107.316,1.36972,1.36943,ribose,81.8032,133.723,-153.36,-80.8199,-40.2402,-103.525,158.66,138.347,46.9802,161.726,-156.819,-100.249,-73.3768,-31.1574,41.2057,-34.7756,17.879,7.98357,-133.184,41.27427164389724,295.0,150.42002620029217,133.184,43.184,46.9802,43.0198
INPOSR_106,purine,1.52964,100.826,110.012,126.243,128.019,1.45533,1.40078,109.94,106.847,1.51998,102.952,106.732,1.41298,105.665,113.827,1.52692,115.939,105.786,1.4264,109.963,1.50121,111.583,1.44907,109.201,1.42308,anti,-,anti,C2'-endo,gauche+,C,+,S,113.863,108.269,1.37559,1.36887,ribose,80.4004,120.485,-141.446,-86.1789,-37.3305,-95.0893,153.333,151.467,58.4709,154.341,-153.113,-87.3633,-60.8525,-18.4141,33.8532,-35.3824,26.0802,-4.95119,-132.598,37.092682428117804,295.0,169.20210461257227,132.598,42.59800000000001,58.4709,31.5291
INPOSR_107,purine,1.51064,100.968,110.215,125.597,128.054,1.46369,1.40973,109.229,106.958,1.53882,102.352,106.841,1.4047,106.341,115.177,1.51592,118.046,106.575,1.41947,111.156,1.49907,109.421,1.45085,110.077,1.45224,anti,-,anti,C2'-endo,gauche+,C,+,S,113.435,108.104,1.36548,1.36564,ribose,81.4304,125.312,-142.46,-83.927,-37.2568,-99.2228,153.855,147.026,60.0251,156.978,-154.149,-88.6149,-62.5799,-19.9707,34.7603,-35.4616,25.1363,-3.81772,-132.933,37.46362551105978,295.0,167.03105289631887,132.933,42.93299999999999,60.0251,29.974899999999998
JAZZOZ10_110,purine,1.53319,101.78,109.673,129.768,124.813,1.44759,1.40791,110.1,105.412,1.52623,102.342,111.213,1.41162,105.417,114.606,1.5128,115.383,106.564,1.42431,108.494,1.51734,113.003,1.45371,108.155,1.41788,syn,+,syn,C2'-endo,gauche+,C,+,S,114.252,108.731,1.37532,1.38915,ribose,80.1667,120.989,-142.487,-84.4361,-38.1112,-94.9559,153.811,147.414,48.1215,156.254,-153.784,-92.5229,-71.0667,-19.5736,34.5012,-35.506,25.1068,-3.63541,54.0469,37.289808949926815,295.0,167.18345106418818,54.0469,35.9531,48.1215,41.8785
JEMHOZ_111,purine,1.53046,100.767,110.266,124.965,129.165,1.47497,1.41368,109.468,107.303,1.52652,101.165,116.054,1.41077,105.87,107.19,1.52317,117.305,104.048,1.39555,114.759,1.50175,111.944,1.44932,109.3,1.44266,anti,-,anti,C3'-endo,gauche+,C,+,S,112.101,107.751,1.36903,1.37186,ribose,164.314,147.774,-116.784,-156.753,48.9791,-159.176,90.2367,75.0902,53.8614,85.1374,-75.8863,-164.072,-64.1879,4.11388,-27.8733,39.4485,-38.338,21.7132,-161.538,41.422717725864416,173.0,12.769415667741935,161.538,71.53800000000001,53.8614,36.1386
JIGCUX_112,purine,1.53305,101.515,114.643,126.444,127.531,1.47446,1.40781,109.82,106.977,1.53022,101.676,111.474,1.4113,105.87,110.903,1.51286,112.818,105.385,1.40963,108.658,1.50739,112.794,1.45627,111.489,1.39323,anti,+,anti,C2'-endo,trans,P,-,A,112.569,107.617,1.37376,1.36865,ribose,78.4834,106.271,-129.214,-93.7315,-43.7462,-88.2385,146.66,154.095,-178.688,148.261,-159.362,-84.0368,62.9543,-8.01707,28.6533,-37.1325,33.6299,-16.4532,161.766,38.28426263092992,295.0,186.56848250993295,161.766,71.76599999999999,178.688,88.68799999999999
KIKPUP_115,purine,1.52995,99.9733,110.033,125.566,128.566,1.4417,1.41961,108.825,104.404,1.50595,103.268,107.018,1.42183,105.793,115.779,1.53515,118.005,105.049,1.41908,110.246,1.49691,111.749,1.46233,110.076,1.4246,anti,-,anti,C2'-endo,gauche+,C,+,S,114.944,107.624,1.39244,1.38174,ribose,77.7327,132.018,-151.568,-77.9471,-40.3786,-100.244,159.768,145.71,60.3976,164.394,-156.737,-91.225,-60.0979,-28.99,42.1087,-38.6262,22.8211,3.99761,-135.641,43.08340334225831,295.0,156.63834154537463,135.641,45.64099999999999,60.3976,29.602400000000003
KIPFUN_117,purine,1.51245,100.874,111.544,130.768,123.05,1.45124,1.44025,108.765,106.702,1.52579,101.837,111.28,1.41321,105.832,113.673,1.5123,115.169,105.362,1.42939,108.486,1.50797,112.411,1.44827,108.844,1.42285,syn,+,syn,C2'-endo,trans,P,-,A,116.404,108.507,1.38907,1.37057,ribose,75.7263,109.299,-137.41,-85.7131,-43.7796,-85.6545,153.262,156.89,-179.92,153.024,-159.202,-83.1627,62.0681,-11.2502,31.9987,-39.6962,34.2924,-14.7421,74.6596,40.58655099816492,296.0,182.63752202906613,74.6596,15.340400000000002,179.92,89.91999999999999
LEBLOW_118,purine,1.53584,102.941,113.998,125.471,129.258,1.4545,1.42465,109.478,104.728,1.50858,103.319,111.821,1.40746,104.966,113.402,1.52451,115.44,107.118,1.43313,107.552,1.53389,112.092,1.45329,108.658,1.43827,syn,+,syn,C2'-endo,gauche+,C,+,S,113.21,109.132,1.39464,1.38274,ribose,83.6002,129.24,-145.7,-82.9646,-40.0517,-102.871,153.779,138.737,51.6971,158.256,-155.431,-100.119,-68.611,-24.1995,34.9998,-31.7787,18.2735,3.90144,62.2935,35.601719444141324,163.0,155.74907426095382,62.2935,27.7065,51.6971,38.3029
LEBLOW_119,purine,1.53755,101.584,114.069,125.702,128.751,1.44323,1.42854,108.93,104.464,1.51513,103.696,112.235,1.41163,105.178,112.123,1.53298,116.21,106.532,1.42583,106.522,1.51228,110.65,1.45534,108.843,1.43303,anti,-,anti,C2'-endo,gauche+,C,+,S,115.133,109.128,1.39586,1.38609,ribose,81.5437,133.677,-152.597,-80.9853,-40.6465,-104.452,158.178,136.957,58.0908,159.358,-155.219,-101.6,-62.116,-28.9752,38.5212,-33.0286,16.9899,7.65483,-118.648,38.78204706182677,163.0,150.6695854703241,118.648,28.647999999999996,58.0908,31.9092
MEQLUS_121,purine,1.56199,101.152,109.034,122.089,130.11,1.4491,1.42471,110.982,106.636,1.53147,103.223,114.108,1.42196,106.946,110.854,1.52662,112.191,105.923,1.42539,112.107,1.49414,108.993,1.43044,109.371,1.42821,syn,-,syn,C3'-endo,trans,P,+,A,114.618,108.685,1.37595,1.38705,ribose,155.692,135.628,-116.39,-149.011,40.1731,-150.124,94.1279,86.6244,178.965,90.6772,-81.7422,-154.108,61.74,7.66581,-26.184,33.7764,-30.8568,14.5211,-87.0584,34.909136419177834,100.0,6.0949845838751076,87.0584,2.941599999999994,178.965,88.965
MGUOSM_123,purine,1.52058,102.547,113.08,128.937,125.148,1.44708,1.41839,109.75,105.871,1.52759,102.115,109.9,1.41317,105.836,115.315,1.52261,113.45,106.69,1.42196,109.82,1.52666,111.633,1.45606,106.66,1.42362,syn,+,syn,C2'-endo,gauche-,C,-,S,114.081,110.098,1.38596,1.38007,ribose,81.8135,117.399,-142.31,-80.4342,-41.5225,-92.4864,154.745,150.935,-77.2131,158.342,-158.043,-91.9162,165.621,-18.5475,33.522,-34.7068,24.6625,-4.15949,68.8172,36.313285682418226,295.0,167.989416422777,68.8172,21.1828,77.2131,12.786900000000003
MGUOSM01_124,purine,1.52779,101.876,113.379,128.944,124.909,1.44968,1.41402,109.374,106.391,1.53221,102.406,109.637,1.40423,106.067,115.558,1.51535,113.453,107.007,1.42335,110.044,1.52118,111.504,1.45865,106.625,1.43327,syn,+,syn,C2'-endo,gauche-,C,-,S,113.622,110.183,1.38254,1.38454,ribose,82.3418,117.48,-142.115,-80.4144,-41.0283,-92.5339,154.751,150.945,-76.8915,158.175,-157.842,-91.744,165.574,-18.533,33.3402,-34.4719,24.7774,-4.2339,69.1512,36.185981572757406,295.0,168.1141825695801,69.1512,20.848799999999997,76.8915,13.108500000000006
MOPRBS_125,purine,1.53878,103.084,108.861,123.795,129.235,1.46069,1.41818,109.679,107.402,1.54481,101.868,114.0,1.43035,106.462,109.178,1.50333,115.907,106.57,1.39956,110.27,1.52516,112.386,1.43841,108.474,1.39568,syn,-,syn,C3'-endo,gauche+,C,+,S,115.589,107.612,1.37185,1.38623,ribose,149.072,149.048,-128.19,-141.676,33.4629,-154.197,102.488,84.4258,63.1074,98.214,-85.2928,-154.773,-56.6645,-3.13352,-17.622,30.3163,-33.3952,23.5972,-80.5701,34.115561510816796,295.0,24.002615972940838,80.5701,9.429900000000004,63.1074,26.8926
MSPURI_128,purine,1.5273,101.341,106.472,125.836,127.768,1.47453,1.39842,110.297,107.477,1.5338,101.473,113.567,1.412,106.167,112.186,1.52558,115.955,104.776,1.40928,109.445,1.50535,109.704,1.45064,110.133,1.41407,anti,-,anti,C3'-endo,gauche+,C,+,S,112.725,108.483,1.36796,1.37181,ribose,154.254,142.663,-115.051,-151.207,41.0437,-155.555,91.3469,84.1602,51.0668,89.308,-76.287,-154.22,-67.6546,7.10823,-28.1386,36.9235,-33.9349,17.2983,-167.894,38.2342985397567,295.0,7.876140778399044,167.894,77.894,51.0668,38.9332
MSPURI01_129,purine,1.53017,101.186,105.539,125.674,127.856,1.48228,1.40102,110.24,107.571,1.5222,102.179,113.356,1.41374,106.263,112.644,1.52679,115.881,104.077,1.41853,109.24,1.50081,109.956,1.4546,110.029,1.42057,anti,-,anti,C3'-endo,gauche+,C,+,S,112.319,107.691,1.37251,1.3679,ribose,154.456,143.009,-115.376,-151.517,42.2233,-155.601,90.9454,84.075,50.7048,90.1515,-75.19,-154.987,-66.9797,5.89708,-27.3857,37.0428,-34.6624,18.2312,-167.736,38.41610002920012,150.0,9.594596913424025,167.736,77.73599999999999,50.7048,39.2952
NAQFOC_136,purine,1.53192,102.356,112.556,127.902,127.427,1.45171,1.40034,109.453,105.848,1.53326,103.771,107.51,1.41034,104.647,114.244,1.52302,114.636,107.276,1.42743,111.774,1.50148,113.042,1.45343,106.344,1.42853,syn,+,syn,C2'-endo,gauche+,C,+,S,114.843,107.339,1.385,1.38534,ribose,91.4916,133.086,-150.989,-84.5309,-30.4679,-105.959,152.364,138.481,51.0183,157.252,-149.01,-103.69,-67.3386,-27.8855,34.1464,-27.0504,11.8707,9.98311,56.4263,34.14145689820691,295.0,144.87560868063218,56.4263,33.5737,51.0183,38.9817
NAQFOC_137,purine,1.53057,101.111,113.085,127.242,128.045,1.46564,1.4022,110.443,106.529,1.5298,103.396,108.277,1.41066,104.565,113.557,1.52876,113.706,106.326,1.41349,111.611,1.51886,113.707,1.43885,108.436,1.40847,syn,+,syn,C2'-endo,gauche+,C,+,S,115.033,107.68,1.38217,1.37346,ribose,86.0548,122.332,-145.209,-85.4704,-35.3804,-97.7774,152.764,146.049,43.4701,155.306,-153.894,-94.708,-74.5641,-21.3018,33.5404,-32.4587,21.4658,-0.300847,59.2937,35.16283788900014,295.0,162.06469672176445,59.2937,30.7063,43.4701,46.5299
NAQFUI_138,purine,1.53693,103.934,111.873,124.733,130.097,1.45827,1.40616,107.051,107.707,1.54725,101.9,115.317,1.41269,105.027,113.973,1.52787,117.163,104.356,1.40358,114.488,1.51593,114.49,1.43899,107.445,1.40312,anti,-,anti,Other,gauche+,C,+,S,115.987,108.097,1.37436,1.3883,ribose,143.942,164.572,-152.618,-112.1,21.909,-154.099,124.485,80.7185,57.5301,126.676,-102.723,-160.652,-59.4293,-26.5864,3.26089,19.3095,-35.4695,39.5155,-110.453,39.53615785521534,293.0,60.03886383128128,110.453,20.453000000000003,57.5301,32.4699
NAQFUI_139,purine,1.53161,100.76,110.388,127.736,128.034,1.45777,1.40907,110.16,106.009,1.53231,102.966,110.312,1.41003,103.964,114.715,1.52471,115.99,105.714,1.42153,108.644,1.5044,114.413,1.45612,109.103,1.41633,syn,+,syn,C2'-endo,gauche+,C,+,S,115.487,108.161,1.39149,1.37917,ribose,79.8198,122.629,-145.358,-83.1406,-38.7248,-96.0115,155.214,147.011,46.9152,157.125,-154.512,-91.9652,-72.2755,-20.9385,35.4795,-35.9673,25.0118,-2.76624,71.3455,38.064738742150105,293.0,165.74303995067473,71.3455,18.6545,46.9152,43.0848
NAXHOL_140,purine,1.52977,101.694,108.28,124.735,128.508,1.47483,1.41729,109.779,107.892,1.54236,101.828,113.911,1.42427,106.731,111.674,1.52463,117.394,103.842,1.4136,111.189,1.51003,110.537,1.45027,109.914,1.44343,anti,-,anti,C3'-endo,gauche+,C,+,S,110.915,108.516,1.37153,1.37316,ribose,154.958,152.023,-122.843,-144.554,39.6847,-159.152,97.6983,79.1584,57.5762,96.7194,-80.1043,-159.321,-60.7401,-2.59634,-21.028,35.1694,-37.6322,25.6342,-162.268,38.770001082571035,100.0,22.191268397255968,162.268,72.268,57.5762,32.4238
NBTINS10_141,purine,1.51468,101.768,114.249,128.582,125.432,1.4552,1.40862,109.568,105.359,1.51083,102.917,111.863,1.40814,105.861,110.473,1.52294,114.72,106.167,1.41571,108.455,1.51335,113.69,1.44723,107.83,1.42067,syn,+,syn,C2'-endo,gauche+,C,+,S,114.582,108.525,1.36676,1.37093,ribose,81.6464,125.279,-147.582,-84.8416,-40.0618,-97.7412,156.1,143.618,53.4947,155.95,-156.291,-97.4064,-64.5441,-24.4194,36.8919,-34.5833,21.2339,1.86941,56.7254,37.98063888683798,295.0,158.88485564008255,56.7254,33.2746,53.4947,36.5053
NEBULR_142,purine,1.54817,99.9975,109.417,125.783,128.194,1.4845,1.41174,110.282,107.216,1.55376,102.169,110.076,1.39442,106.015,111.639,1.51881,115.266,105.203,1.40884,112.434,1.50233,109.977,1.45631,110.163,1.40867,anti,-,anti,C3'-endo,gauche+,C,+,S,111.999,107.703,1.36886,1.357,ribose,157.361,139.805,-110.524,-154.818,41.6974,-154.967,87.8491,87.068,42.8681,87.2434,-77.9366,-151.382,-75.9624,10.177,-30.0893,37.7273,-33.4171,14.9873,-167.683,38.840452856163,295.0,3.856552826875654,167.683,77.68299999999999,42.8681,47.1319
NEBULR01_143,purine,1.53271,101.149,108.904,125.945,127.988,1.47804,1.41577,109.973,107.358,1.53138,102.362,111.724,1.41875,106.01,110.834,1.52963,114.53,104.847,1.41154,112.271,1.51554,110.087,1.45946,110.027,1.41858,anti,-,anti,C3'-endo,gauche+,C,+,S,111.936,107.869,1.37274,1.37396,ribose,157.244,138.28,-111.274,-154.422,41.8824,-153.212,88.7912,86.839,42.6673,87.3842,-78.4469,-152.469,-75.1159,9.52344,-29.4024,36.9142,-32.5203,14.654,-168.589,37.888029763189415,165.0,4.063532032476196,168.589,78.589,42.6673,47.3327
